IP:PORT, LOSS, DELAY
188.114.97.237:1074,0.00%,182 ms
188.114.99.124:864,0.00%,182 ms
188.114.97.202:5279,0.00%,182 ms
188.114.99.58:7559,0.00%,182 ms
188.114.97.201:955,0.00%,182 ms
188.114.99.114:1002,0.00%,182 ms
188.114.97.63:1074,0.00%,182 ms
188.114.97.60:1074,0.00%,182 ms
188.114.96.164:8854,0.00%,182 ms
188.114.99.245:7103,0.00%,182 ms
188.114.96.175:1010,0.00%,182 ms
188.114.96.141:7103,0.00%,182 ms
188.114.99.202:7156,0.00%,182 ms
188.114.96.232:864,0.00%,182 ms
188.114.98.195:1387,0.00%,182 ms
188.114.96.177:1010,0.00%,182 ms
188.114.99.185:500,0.00%,182 ms
188.114.97.179:7281,0.00%,182 ms
188.114.97.71:1074,0.00%,182 ms
188.114.98.82:8886,0.00%,182 ms
188.114.98.242:3138,0.00%,182 ms
188.114.96.186:1010,0.00%,182 ms
188.114.97.248:1180,0.00%,182 ms
188.114.97.61:1074,0.00%,182 ms
188.114.96.22:934,0.00%,182 ms
188.114.97.143:880,0.00%,182 ms
188.114.99.100:1843,0.00%,182 ms
188.114.98.157:987,0.00%,183 ms
188.114.98.169:987,0.00%,183 ms
188.114.96.202:2506,0.00%,183 ms
188.114.98.61:1701,0.00%,183 ms
188.114.99.23:3476,0.00%,183 ms
188.114.99.183:500,0.00%,183 ms
188.114.99.160:859,0.00%,183 ms
188.114.99.252:7103,0.00%,183 ms
188.114.97.116:934,0.00%,183 ms
188.114.96.170:1010,0.00%,183 ms
188.114.97.29:864,0.00%,183 ms
188.114.98.171:854,0.00%,183 ms
188.114.98.119:1843,0.00%,183 ms
188.114.97.114:1387,0.00%,183 ms
188.114.96.32:943,0.00%,183 ms
188.114.99.254:4233,0.00%,183 ms
162.159.192.199:1701,0.00%,183 ms
188.114.97.17:2371,0.00%,183 ms
188.114.97.98:8742,0.00%,183 ms
162.159.192.199:928,0.00%,183 ms
188.114.97.144:880,0.00%,183 ms
188.114.99.71:2506,0.00%,183 ms
188.114.99.65:2506,0.00%,183 ms
162.159.195.30:1387,0.00%,184 ms
188.114.98.63:1701,0.00%,184 ms
162.159.192.16:7103,0.00%,184 ms
188.114.97.167:1010,0.00%,184 ms
188.114.96.69:5956,0.00%,184 ms
188.114.98.26:1387,0.00%,184 ms
188.114.99.137:864,0.00%,185 ms
162.159.195.109:1014,0.00%,186 ms
188.114.98.154:987,0.00%,186 ms
162.159.195.152:908,0.00%,186 ms
188.114.99.104:1002,0.00%,186 ms
188.114.99.137:1701,0.00%,187 ms
188.114.99.125:1701,0.00%,187 ms
188.114.98.157:4177,0.00%,187 ms
162.159.192.132:854,0.00%,187 ms
162.159.195.157:4177,0.00%,187 ms
162.159.192.207:928,0.00%,188 ms
188.114.98.118:1387,0.00%,188 ms
162.159.195.138:891,0.00%,188 ms
162.159.192.232:2506,0.00%,188 ms
162.159.195.25:8854,0.00%,188 ms
162.159.195.71:968,0.00%,188 ms
162.159.192.147:854,0.00%,188 ms
188.114.99.112:878,0.00%,188 ms
162.159.192.75:1701,0.00%,188 ms
188.114.98.156:4177,0.00%,188 ms
162.159.195.15:8854,0.00%,189 ms
162.159.195.83:3854,0.00%,189 ms
162.159.192.127:1014,0.00%,189 ms
162.159.195.165:955,0.00%,189 ms
162.159.192.55:1701,0.00%,189 ms
162.159.192.55:4198,0.00%,189 ms
162.159.195.39:939,0.00%,189 ms
162.159.192.91:942,0.00%,190 ms
162.159.192.33:7152,0.00%,190 ms
162.159.195.180:955,0.00%,190 ms
162.159.195.38:939,0.00%,190 ms
188.114.96.219:864,0.00%,190 ms
162.159.192.96:2408,0.00%,190 ms
162.159.192.190:4177,0.00%,190 ms
162.159.195.238:988,0.00%,190 ms
162.159.195.83:1074,0.00%,191 ms
162.159.195.175:955,0.00%,191 ms
162.159.195.151:891,0.00%,191 ms
162.159.195.69:1180,0.00%,191 ms
162.159.192.50:7152,0.00%,191 ms
162.159.195.115:1701,0.00%,191 ms
162.159.192.147:1002,0.00%,191 ms
162.159.195.97:3854,0.00%,192 ms
162.159.195.80:1074,0.00%,192 ms
162.159.192.31:7103,0.00%,192 ms
162.159.195.38:1010,0.00%,192 ms
162.159.195.172:955,0.00%,192 ms
162.159.192.150:854,0.00%,192 ms
162.159.195.227:946,0.00%,193 ms
162.159.192.141:854,0.00%,193 ms
162.159.192.72:4198,0.00%,193 ms
162.159.192.234:2506,0.00%,194 ms
162.159.192.105:2408,0.00%,196 ms
188.114.99.40:8742,0.00%,196 ms
188.114.98.138:7156,0.00%,196 ms
188.114.99.2:3138,0.00%,196 ms
188.114.97.210:955,0.00%,196 ms
188.114.99.237:1010,0.00%,196 ms
188.114.97.143:4233,0.00%,196 ms
188.114.99.142:864,0.00%,196 ms
188.114.99.22:3476,0.00%,196 ms
188.114.98.155:4177,0.00%,196 ms
188.114.96.78:5956,0.00%,196 ms
188.114.98.216:3581,0.00%,196 ms
188.114.98.111:1387,0.00%,196 ms
188.114.99.3:3138,0.00%,196 ms
188.114.98.249:903,0.00%,196 ms
188.114.96.151:7103,0.00%,196 ms
188.114.99.124:1701,0.00%,196 ms
188.114.99.127:864,0.00%,197 ms
188.114.96.93:4500,0.00%,197 ms
188.114.96.199:2506,0.00%,197 ms
188.114.99.103:1843,0.00%,197 ms
188.114.97.115:1387,0.00%,197 ms
188.114.97.229:1070,0.00%,197 ms
188.114.99.65:7559,0.00%,197 ms
188.114.96.70:5956,0.00%,197 ms
188.114.96.30:943,0.00%,197 ms
188.114.96.78:3138,0.00%,197 ms
188.114.97.172:854,0.00%,197 ms
188.114.96.33:943,0.00%,197 ms
162.159.192.98:942,0.00%,197 ms
188.114.98.7:7152,0.00%,197 ms
188.114.99.199:968,0.00%,197 ms
188.114.97.225:1070,0.00%,197 ms
188.114.99.223:1010,0.00%,197 ms
188.114.99.145:864,0.00%,197 ms
188.114.98.217:1387,0.00%,197 ms
188.114.97.78:4198,0.00%,197 ms
188.114.98.18:7152,0.00%,197 ms
188.114.99.154:859,0.00%,197 ms
188.114.98.223:8319,0.00%,197 ms
188.114.96.10:988,0.00%,197 ms
188.114.99.201:7156,0.00%,197 ms
188.114.99.58:2506,0.00%,197 ms
188.114.96.37:934,0.00%,197 ms
188.114.97.43:3138,0.00%,197 ms
188.114.97.179:854,0.00%,197 ms
162.159.195.138:908,0.00%,197 ms
188.114.99.104:878,0.00%,197 ms
188.114.97.26:2371,0.00%,197 ms
188.114.98.27:500,0.00%,197 ms
188.114.97.91:4198,0.00%,197 ms
188.114.99.213:968,0.00%,197 ms
188.114.99.149:859,0.00%,197 ms
188.114.98.77:8886,0.00%,197 ms
188.114.96.119:5956,0.00%,198 ms
188.114.97.72:1074,0.00%,198 ms
188.114.97.255:1074,0.00%,198 ms
188.114.97.63:2371,0.00%,198 ms
188.114.96.252:3854,0.00%,198 ms
188.114.96.198:8886,0.00%,198 ms
188.114.99.25:946,0.00%,198 ms
188.114.96.98:3476,0.00%,198 ms
188.114.99.60:7559,0.00%,198 ms
188.114.97.130:1387,0.00%,198 ms
188.114.96.239:864,0.00%,199 ms
188.114.96.80:3138,0.00%,199 ms
188.114.99.189:7152,0.00%,199 ms
188.114.97.216:1070,0.00%,199 ms
188.114.98.115:1843,0.00%,199 ms
188.114.97.182:854,0.00%,199 ms
188.114.98.247:903,0.00%,199 ms
188.114.98.168:987,0.00%,199 ms
188.114.98.75:500,0.00%,199 ms
188.114.99.241:880,0.00%,199 ms
188.114.97.65:2371,0.00%,199 ms
188.114.98.36:500,0.00%,199 ms
188.114.98.219:1387,0.00%,199 ms
188.114.99.193:500,0.00%,199 ms
188.114.96.203:8886,0.00%,199 ms
188.114.97.122:1387,0.00%,199 ms
188.114.97.237:1180,0.00%,199 ms
188.114.97.73:1074,0.00%,199 ms
188.114.98.183:854,0.00%,199 ms
188.114.99.197:7156,0.00%,199 ms
188.114.98.164:4177,0.00%,199 ms
188.114.97.93:4198,0.00%,199 ms
188.114.99.134:864,0.00%,199 ms
188.114.96.24:943,0.00%,199 ms
188.114.96.56:1387,0.00%,199 ms
188.114.97.199:5279,0.00%,199 ms
188.114.97.231:1070,0.00%,199 ms
188.114.99.175:500,0.00%,199 ms
188.114.98.85:8886,0.00%,199 ms
188.114.96.235:864,0.00%,199 ms
188.114.97.62:1074,0.00%,199 ms
188.114.99.111:878,0.00%,199 ms
188.114.96.163:8854,0.00%,199 ms
188.114.97.97:8742,0.00%,199 ms
188.114.98.83:8886,0.00%,199 ms
188.114.97.70:1074,0.00%,199 ms
188.114.99.59:2506,0.00%,199 ms
188.114.97.209:955,0.00%,199 ms
188.114.99.198:968,0.00%,199 ms
188.114.99.231:1010,0.00%,199 ms
188.114.99.125:864,0.00%,199 ms
188.114.98.26:500,0.00%,199 ms
188.114.98.85:500,0.00%,199 ms
188.114.98.128:7156,0.00%,199 ms
188.114.99.156:987,0.00%,199 ms
188.114.96.102:3476,0.00%,199 ms
188.114.96.234:864,0.00%,199 ms
188.114.99.76:7559,0.00%,199 ms
188.114.97.154:1010,0.00%,199 ms
188.114.96.109:8742,0.00%,199 ms
188.114.98.101:1387,0.00%,199 ms
188.114.96.122:5956,0.00%,199 ms
188.114.96.91:1843,0.00%,199 ms
188.114.99.21:3476,0.00%,199 ms
188.114.96.136:8742,0.00%,199 ms
188.114.98.34:1387,0.00%,199 ms
188.114.98.1:1074,0.00%,199 ms
188.114.96.171:1010,0.00%,199 ms
188.114.96.197:2506,0.00%,199 ms
188.114.96.8:988,0.00%,199 ms
188.114.99.28:3476,0.00%,199 ms
188.114.99.80:2506,0.00%,199 ms
188.114.97.187:854,0.00%,199 ms
188.114.99.184:7152,0.00%,199 ms
188.114.97.174:854,0.00%,199 ms
188.114.98.96:500,0.00%,199 ms
188.114.99.210:7156,0.00%,199 ms
188.114.98.1:1180,0.00%,199 ms
188.114.96.196:2506,0.00%,199 ms
188.114.99.1:903,0.00%,199 ms
188.114.97.49:3854,0.00%,199 ms
188.114.97.87:894,0.00%,199 ms
188.114.99.32:3476,0.00%,199 ms
188.114.99.228:880,0.00%,199 ms
188.114.97.132:4233,0.00%,199 ms
188.114.98.82:500,0.00%,199 ms
188.114.97.210:5279,0.00%,199 ms
188.114.97.168:1010,0.00%,199 ms
188.114.96.63:3138,0.00%,199 ms
188.114.99.201:968,0.00%,199 ms
188.114.96.72:3138,0.00%,199 ms
188.114.97.164:1010,0.00%,199 ms
188.114.97.13:2371,0.00%,199 ms
188.114.96.129:945,0.00%,199 ms
188.114.96.149:8742,0.00%,199 ms
188.114.97.151:4233,0.00%,199 ms
188.114.96.62:3138,0.00%,199 ms
188.114.96.245:3854,0.00%,199 ms
188.114.96.121:945,0.00%,199 ms
188.114.99.189:500,0.00%,199 ms
188.114.97.242:1074,0.00%,199 ms
188.114.96.165:8854,0.00%,199 ms
188.114.98.198:3581,0.00%,199 ms
188.114.97.99:1070,0.00%,199 ms
188.114.99.1:3138,0.00%,199 ms
188.114.97.222:1070,0.00%,199 ms
188.114.97.128:1387,0.00%,199 ms
188.114.97.111:1070,0.00%,199 ms
188.114.98.139:7156,0.00%,199 ms
188.114.96.76:5956,0.00%,199 ms
188.114.96.124:945,0.00%,199 ms
188.114.96.176:1010,0.00%,199 ms
188.114.96.19:934,0.00%,199 ms
188.114.98.95:500,0.00%,199 ms
188.114.96.105:3476,0.00%,199 ms
188.114.99.91:1843,0.00%,199 ms
188.114.98.232:8319,0.00%,199 ms
188.114.98.185:2506,0.00%,199 ms
188.114.97.19:2371,0.00%,199 ms
188.114.99.121:1002,0.00%,199 ms
188.114.96.140:7103,0.00%,199 ms
188.114.97.94:1070,0.00%,199 ms
188.114.98.60:1701,0.00%,199 ms
188.114.98.74:8886,0.00%,199 ms
188.114.98.52:500,0.00%,199 ms
188.114.96.128:5956,0.00%,199 ms
188.114.98.236:8319,0.00%,199 ms
188.114.97.241:1180,0.00%,199 ms
188.114.99.14:3476,0.00%,199 ms
188.114.98.71:1701,0.00%,199 ms
188.114.99.211:7156,0.00%,199 ms
188.114.97.131:880,0.00%,199 ms
188.114.96.21:934,0.00%,199 ms
162.159.195.179:4177,0.00%,199 ms
188.114.96.226:7156,0.00%,199 ms
188.114.96.250:3854,0.00%,199 ms
188.114.96.104:3476,0.00%,199 ms
188.114.96.56:7156,0.00%,199 ms
188.114.98.141:7156,0.00%,199 ms
188.114.98.186:854,0.00%,199 ms
188.114.98.102:1387,0.00%,199 ms
188.114.97.65:1074,0.00%,199 ms
188.114.99.242:880,0.00%,199 ms
188.114.96.151:8742,0.00%,199 ms
188.114.97.245:1180,0.00%,199 ms
188.114.99.43:8742,0.00%,199 ms
188.114.99.92:1843,0.00%,199 ms
188.114.98.122:7156,0.00%,199 ms
188.114.98.146:7103,0.00%,199 ms
188.114.97.225:908,0.00%,199 ms
188.114.98.97:500,0.00%,199 ms
188.114.97.28:2371,0.00%,199 ms
188.114.98.58:3581,0.00%,199 ms
188.114.98.109:1387,0.00%,199 ms
188.114.98.32:500,0.00%,199 ms
188.114.98.49:1387,0.00%,199 ms
188.114.98.181:2506,0.00%,199 ms
188.114.97.47:3138,0.00%,199 ms
188.114.97.246:1074,0.00%,199 ms
188.114.96.195:8886,0.00%,199 ms
188.114.97.55:2371,0.00%,199 ms
188.114.96.245:2371,0.00%,199 ms
188.114.97.23:864,0.00%,199 ms
188.114.96.148:8742,0.00%,199 ms
188.114.96.11:2506,0.00%,199 ms
188.114.96.133:8742,0.00%,199 ms
188.114.99.90:1843,0.00%,199 ms
188.114.98.138:7103,0.00%,199 ms
188.114.96.237:864,0.00%,199 ms
188.114.96.142:7103,0.00%,199 ms
188.114.96.167:8854,0.00%,199 ms
188.114.98.201:3581,0.00%,199 ms
188.114.96.229:7156,0.00%,199 ms
188.114.96.228:864,0.00%,199 ms
188.114.97.27:864,0.00%,199 ms
188.114.99.242:1010,0.00%,199 ms
188.114.97.245:1074,0.00%,199 ms
188.114.97.108:8742,0.00%,199 ms
188.114.98.127:7156,0.00%,199 ms
188.114.98.220:1014,0.00%,199 ms
188.114.97.53:2371,0.00%,199 ms
188.114.97.6:2371,0.00%,199 ms
188.114.99.21:946,0.00%,199 ms
188.114.97.141:880,0.00%,199 ms
188.114.98.91:500,0.00%,199 ms
188.114.98.211:3581,0.00%,199 ms
188.114.97.148:880,0.00%,199 ms
188.114.97.232:908,0.00%,199 ms
188.114.97.53:1074,0.00%,199 ms
188.114.98.133:7103,0.00%,199 ms
188.114.97.193:5279,0.00%,199 ms
188.114.97.28:864,0.00%,199 ms
188.114.98.3:1180,0.00%,199 ms
188.114.98.234:1014,0.00%,199 ms
188.114.99.177:7152,0.00%,199 ms
188.114.96.53:1387,0.00%,199 ms
188.114.99.66:7559,0.00%,199 ms
188.114.97.10:2371,0.00%,199 ms
188.114.98.240:8319,0.00%,199 ms
188.114.96.255:2371,0.00%,199 ms
188.114.96.65:5956,0.00%,199 ms
188.114.98.148:987,0.00%,199 ms
188.114.97.189:854,0.00%,200 ms
188.114.96.143:7103,0.00%,200 ms
188.114.99.84:903,0.00%,200 ms
188.114.98.199:3581,0.00%,200 ms
188.114.96.254:3854,0.00%,200 ms
188.114.98.134:7103,0.00%,200 ms
188.114.97.14:864,0.00%,200 ms
188.114.97.192:5279,0.00%,200 ms
188.114.98.222:8319,0.00%,200 ms
188.114.98.99:1843,0.00%,200 ms
188.114.99.19:3476,0.00%,200 ms
188.114.99.152:987,0.00%,200 ms
188.114.97.250:1074,0.00%,200 ms
188.114.98.93:8886,0.00%,200 ms
188.114.98.176:2506,0.00%,200 ms
188.114.97.156:2371,0.00%,200 ms
188.114.98.113:1387,0.00%,200 ms
188.114.97.194:955,0.00%,200 ms
162.159.192.51:4198,0.00%,200 ms
188.114.98.182:854,0.00%,200 ms
188.114.97.81:894,0.00%,200 ms
188.114.99.141:864,0.00%,200 ms
188.114.96.200:2506,0.00%,200 ms
188.114.97.59:1074,0.00%,200 ms
188.114.99.250:4233,0.00%,200 ms
188.114.97.200:955,0.00%,200 ms
188.114.96.177:4177,0.00%,200 ms
188.114.98.24:1018,0.00%,200 ms
188.114.98.48:500,0.00%,200 ms
188.114.99.33:946,0.00%,200 ms
188.114.99.89:903,0.00%,200 ms
188.114.98.52:1387,0.00%,200 ms
188.114.98.88:8886,0.00%,200 ms
188.114.99.50:943,0.00%,200 ms
188.114.97.138:4233,0.00%,200 ms
188.114.98.167:4177,0.00%,200 ms
188.114.99.171:7152,0.00%,200 ms
188.114.99.93:903,0.00%,200 ms
188.114.96.185:4177,0.00%,200 ms
188.114.98.112:1843,0.00%,200 ms
188.114.99.20:3476,0.00%,200 ms
162.159.195.131:891,0.00%,200 ms
162.159.195.218:988,0.00%,200 ms
188.114.97.107:8742,0.00%,200 ms
188.114.98.196:3581,0.00%,200 ms
188.114.98.140:7156,0.00%,200 ms
188.114.99.88:1843,0.00%,200 ms
188.114.99.135:864,0.00%,200 ms
188.114.96.223:864,0.00%,200 ms
188.114.96.43:943,0.00%,200 ms
188.114.96.14:988,0.00%,200 ms
188.114.98.6:7152,0.00%,200 ms
188.114.97.33:3138,0.00%,200 ms
188.114.96.88:1843,0.00%,200 ms
188.114.99.188:500,0.00%,200 ms
188.114.97.203:5279,0.00%,200 ms
188.114.97.216:908,0.00%,200 ms
188.114.97.26:864,0.00%,200 ms
188.114.98.19:1018,0.00%,200 ms
188.114.96.150:7103,0.00%,200 ms
188.114.96.184:1010,0.00%,200 ms
188.114.99.164:987,0.00%,200 ms
188.114.97.58:1074,0.00%,200 ms
188.114.99.171:500,0.00%,200 ms
188.114.97.142:4233,0.00%,200 ms
188.114.98.18:1018,0.00%,200 ms
188.114.98.93:500,0.00%,200 ms
188.114.98.94:500,0.00%,200 ms
188.114.97.230:908,0.00%,200 ms
188.114.98.126:7156,0.00%,200 ms
188.114.98.41:500,0.00%,200 ms
188.114.96.153:8742,0.00%,200 ms
188.114.99.54:8742,0.00%,200 ms
188.114.96.13:2506,0.00%,200 ms
188.114.97.40:3854,0.00%,200 ms
188.114.97.121:934,0.00%,200 ms
188.114.96.127:945,0.00%,200 ms
188.114.98.109:1843,0.00%,200 ms
188.114.96.159:8854,0.00%,200 ms
188.114.96.68:3138,0.00%,200 ms
188.114.99.209:968,0.00%,200 ms
188.114.97.52:2371,0.00%,200 ms
188.114.99.140:864,0.00%,200 ms
188.114.99.210:968,0.00%,200 ms
188.114.96.64:5956,0.00%,200 ms
188.114.98.165:4177,0.00%,200 ms
188.114.98.92:500,0.00%,200 ms
188.114.98.96:8886,0.00%,200 ms
188.114.98.198:1387,0.00%,200 ms
188.114.98.114:1843,0.00%,200 ms
188.114.98.248:3138,0.00%,200 ms
188.114.97.128:934,0.00%,200 ms
188.114.96.107:8742,0.00%,200 ms
188.114.97.21:2371,0.00%,200 ms
188.114.97.49:3138,0.00%,200 ms
188.114.99.157:859,0.00%,200 ms
188.114.96.242:2371,0.00%,200 ms
188.114.96.208:8886,0.00%,200 ms
188.114.99.109:1002,0.00%,200 ms
188.114.99.131:864,0.00%,200 ms
188.114.98.64:1701,0.00%,200 ms
188.114.98.200:3581,0.00%,200 ms
188.114.98.2:1180,0.00%,200 ms
188.114.97.219:1070,0.00%,200 ms
188.114.97.169:2371,0.00%,200 ms
188.114.96.26:934,0.00%,200 ms
188.114.96.204:8886,0.00%,200 ms
188.114.99.228:1010,0.00%,200 ms
188.114.98.179:2506,0.00%,200 ms
188.114.99.64:7559,0.00%,200 ms
188.114.98.30:1387,0.00%,200 ms
188.114.96.241:3854,0.00%,200 ms
188.114.96.239:7156,0.00%,200 ms
188.114.99.166:987,0.00%,200 ms
188.114.96.32:934,0.00%,200 ms
188.114.97.220:908,0.00%,200 ms
188.114.97.20:2371,0.00%,200 ms
188.114.99.151:987,0.00%,200 ms
188.114.97.129:934,0.00%,200 ms
188.114.97.89:4198,0.00%,200 ms
188.114.98.248:903,0.00%,200 ms
188.114.99.60:2506,0.00%,200 ms
188.114.96.222:864,0.00%,200 ms
188.114.97.126:1387,0.00%,200 ms
188.114.98.0:1074,0.00%,200 ms
188.114.98.90:8886,0.00%,200 ms
188.114.96.189:4177,0.00%,200 ms
188.114.98.206:3581,0.00%,200 ms
188.114.98.190:2506,0.00%,200 ms
188.114.96.82:1843,0.00%,200 ms
188.114.98.5:1018,0.00%,200 ms
188.114.97.88:4198,0.00%,200 ms
188.114.99.150:987,0.00%,200 ms
188.114.96.148:7103,0.00%,200 ms
188.114.98.131:7156,0.00%,200 ms
188.114.97.152:4233,0.00%,200 ms
188.114.96.161:7103,0.00%,200 ms
188.114.99.208:968,0.00%,200 ms
188.114.97.141:4233,0.00%,200 ms
188.114.96.162:7103,0.00%,200 ms
188.114.96.67:3138,0.00%,200 ms
188.114.97.156:1010,0.00%,200 ms
188.114.96.213:8886,0.00%,200 ms
188.114.96.254:2371,0.00%,200 ms
188.114.96.76:3138,0.00%,200 ms
188.114.99.181:7152,0.00%,200 ms
188.114.97.86:894,0.00%,200 ms
188.114.97.14:2371,0.00%,200 ms
188.114.98.206:1387,0.00%,200 ms
188.114.97.234:908,0.00%,200 ms
188.114.98.176:854,0.00%,200 ms
188.114.99.82:903,0.00%,200 ms
188.114.99.239:880,0.00%,200 ms
188.114.96.86:4500,0.00%,200 ms
188.114.99.162:859,0.00%,200 ms
188.114.99.203:968,0.00%,200 ms
188.114.98.54:1701,0.00%,200 ms
188.114.99.73:2506,0.00%,200 ms
188.114.98.252:3138,0.00%,200 ms
188.114.99.94:903,0.00%,200 ms
188.114.96.178:4177,0.00%,200 ms
188.114.96.159:7103,0.00%,200 ms
188.114.97.50:3138,0.00%,200 ms
188.114.98.142:7103,0.00%,200 ms
188.114.97.178:854,0.00%,200 ms
188.114.98.125:7103,0.00%,200 ms
188.114.97.228:1070,0.00%,200 ms
188.114.97.62:2371,0.00%,200 ms
188.114.99.91:903,0.00%,201 ms
188.114.97.244:1074,0.00%,201 ms
188.114.99.45:943,0.00%,201 ms
188.114.97.12:2371,0.00%,201 ms
188.114.97.191:5279,0.00%,201 ms
188.114.98.114:1387,0.00%,201 ms
188.114.98.202:3581,0.00%,201 ms
188.114.99.3:903,0.00%,201 ms
188.114.96.233:864,0.00%,201 ms
188.114.97.144:4233,0.00%,201 ms
188.114.98.155:987,0.00%,201 ms
188.114.99.34:8742,0.00%,201 ms
188.114.98.125:7156,0.00%,201 ms
188.114.97.33:3854,0.00%,201 ms
188.114.98.33:500,0.00%,201 ms
188.114.96.212:8886,0.00%,201 ms
188.114.99.116:878,0.00%,201 ms
188.114.99.15:946,0.00%,201 ms
188.114.99.0:903,0.00%,201 ms
188.114.96.152:7103,0.00%,201 ms
188.114.96.179:1010,0.00%,201 ms
188.114.99.27:946,0.00%,201 ms
188.114.96.117:8742,0.00%,201 ms
188.114.99.214:7156,0.00%,201 ms
188.114.96.135:8742,0.00%,201 ms
188.114.96.27:943,0.00%,201 ms
188.114.98.121:7156,0.00%,201 ms
188.114.96.21:943,0.00%,201 ms
188.114.96.48:7156,0.00%,201 ms
188.114.98.116:1387,0.00%,201 ms
188.114.97.70:2371,0.00%,201 ms
188.114.96.46:1387,0.00%,201 ms
188.114.98.233:1014,0.00%,201 ms
188.114.97.215:908,0.00%,201 ms
188.114.98.76:8886,0.00%,201 ms
188.114.99.86:903,0.00%,201 ms
188.114.99.49:943,0.00%,201 ms
188.114.99.117:1002,0.00%,201 ms
188.114.99.218:1010,0.00%,201 ms
188.114.96.71:5956,0.00%,201 ms
188.114.97.213:955,0.00%,201 ms
188.114.99.206:7156,0.00%,201 ms
188.114.99.147:987,0.00%,201 ms
188.114.98.11:7152,0.00%,201 ms
188.114.99.36:943,0.00%,201 ms
188.114.99.167:859,0.00%,201 ms
188.114.98.223:1014,0.00%,201 ms
188.114.98.23:7152,0.00%,201 ms
188.114.98.149:4177,0.00%,201 ms
188.114.99.165:859,0.00%,201 ms
188.114.98.69:1701,0.00%,201 ms
188.114.99.75:7559,0.00%,201 ms
188.114.98.86:500,0.00%,201 ms
188.114.98.29:1387,0.00%,201 ms
188.114.97.250:1180,0.00%,201 ms
188.114.99.182:500,0.00%,201 ms
188.114.99.182:7152,0.00%,201 ms
188.114.96.59:5956,0.00%,201 ms
188.114.98.207:1387,0.00%,201 ms
188.114.99.134:1701,0.00%,201 ms
188.114.99.211:968,0.00%,201 ms
188.114.96.228:7156,0.00%,201 ms
188.114.99.28:946,0.00%,201 ms
188.114.99.191:7152,0.00%,201 ms
188.114.98.212:1387,0.00%,201 ms
188.114.99.2:903,0.00%,201 ms
188.114.98.159:4177,0.00%,201 ms
188.114.99.61:7559,0.00%,201 ms
188.114.99.207:968,0.00%,201 ms
188.114.97.123:1387,0.00%,201 ms
188.114.98.166:987,0.00%,201 ms
188.114.97.217:1070,0.00%,201 ms
188.114.96.183:4177,0.00%,201 ms
188.114.97.226:1070,0.00%,201 ms
188.114.99.238:880,0.00%,201 ms
188.114.99.141:1701,0.00%,201 ms
188.114.96.217:2506,0.00%,201 ms
188.114.99.0:3138,0.00%,201 ms
188.114.99.72:2506,0.00%,201 ms
188.114.98.154:4177,0.00%,201 ms
188.114.99.217:7156,0.00%,201 ms
188.114.97.163:1010,0.00%,201 ms
188.114.98.4:1180,0.00%,201 ms
188.114.99.193:7152,0.00%,201 ms
188.114.99.181:500,0.00%,201 ms
188.114.96.244:3854,0.00%,201 ms
188.114.99.132:864,0.00%,201 ms
188.114.97.125:934,0.00%,201 ms
188.114.98.166:4177,0.00%,201 ms
188.114.99.178:7152,0.00%,201 ms
188.114.97.125:1387,0.00%,201 ms
188.114.99.115:1002,0.00%,201 ms
188.114.99.252:4233,0.00%,201 ms
188.114.99.130:1701,0.00%,201 ms
188.114.98.89:8886,0.00%,201 ms
188.114.99.17:3476,0.00%,201 ms
188.114.96.227:864,0.00%,201 ms
188.114.96.33:934,0.00%,202 ms
188.114.99.87:903,0.00%,202 ms
188.114.98.229:8319,0.00%,202 ms
188.114.99.95:903,0.00%,202 ms
188.114.97.247:1074,0.00%,202 ms
188.114.98.68:1701,0.00%,202 ms
188.114.96.7:988,0.00%,202 ms
188.114.98.31:1387,0.00%,202 ms
188.114.99.49:8742,0.00%,202 ms
188.114.99.109:878,0.00%,202 ms
188.114.98.192:854,0.00%,202 ms
188.114.97.187:7281,0.00%,202 ms
188.114.97.94:8742,0.00%,202 ms
188.114.97.117:934,0.00%,202 ms
188.114.99.166:859,0.00%,202 ms
188.114.98.123:7103,0.00%,202 ms
188.114.96.169:8854,0.00%,202 ms
188.114.98.87:500,0.00%,202 ms
188.114.98.74:500,0.00%,202 ms
188.114.96.174:1010,0.00%,202 ms
188.114.96.155:7103,0.00%,202 ms
188.114.98.29:500,0.00%,202 ms
188.114.98.55:1701,0.00%,202 ms
188.114.96.225:864,0.00%,202 ms
188.114.98.88:500,0.00%,202 ms
188.114.98.71:3581,0.00%,202 ms
188.114.98.190:854,0.00%,202 ms
188.114.97.78:894,0.00%,202 ms
188.114.96.167:7103,0.00%,202 ms
188.114.99.11:3476,0.00%,202 ms
188.114.98.4:1074,0.00%,202 ms
188.114.96.145:7103,0.00%,202 ms
188.114.99.143:1701,0.00%,202 ms
188.114.96.187:1010,0.00%,202 ms
188.114.98.111:1843,0.00%,202 ms
188.114.97.104:1070,0.00%,202 ms
188.114.98.185:854,0.00%,202 ms
188.114.98.105:1843,0.00%,202 ms
188.114.97.106:1070,0.00%,202 ms
188.114.97.51:1074,0.00%,202 ms
188.114.96.23:943,0.00%,202 ms
188.114.96.160:8854,0.00%,202 ms
188.114.97.254:1074,0.00%,202 ms
188.114.97.67:1074,0.00%,202 ms
188.114.96.147:7103,0.00%,202 ms
188.114.96.68:5956,0.00%,202 ms
188.114.96.251:2371,0.00%,202 ms
